original_tweets,tweets_in_english,feeling
"rt @louistdarks: hoje é dia 10, dia mundial da prevenção ao suicídio… não guarde para você aquilo que pode te corroer, procure ajuda, sempr…","RT @Louistdarks: Today is 10th, World Subicide Prevention Day ... Do not save you what can corrode you, look for help, sempr ...",neg
"porra meno eu tenho um 1,56 m  e me chamam de criança
partiu suicídio","fucking men I have a 1.56 m and they call me a child
suicide",pos
@fernand14723109 assim… o povo vai ver o que ela falou tbm né? tá tudo explícito. o comportamento errado dela e o de vcs! o mais normal seria alguém do seu fandom puxar denúncia contra ela q errou mas eu tô vendo todos vcs ruído de suicidio… é no mínimo assustador,@ fernand14723109 So ... the people will see what she said tbm right?It's all explicit.The wrong behavior of her and you!the most normal would be someone from her fandom pull denunciation against her who missed but I'm seeing all you suicide noise ... is at least scary,pos
"dez de setembro é um dia baita importante, dia da prevenção contra contra suicídio! quero que você fique bem","Dec of September is a major baita day, day of prevention against suicide!I want you to be fine",pos
"rt @cfp_psicologia: cuidar da saúde mental é prevenir o suicídio

hoje, dia 10 de setembro, marca o dia mundial de prevenção ao suicídio e…","RT @cfp_psichology: Caring for mental health is to prevent suicide

Today, September 10, marks the World Day of Suicide Prevention and ...",pos
"geralmente os médicos e enfermeiros os tratam de forma agressiva e antipática os culpando pelo estado que chegaram ao hospital, e pelo motivo pelo qual (a tentativa de suicídio mal sucedida) o levaram até ali. +","Usually doctors and nurses treat them aggressively and unfriendly blaming them by the state they arrived at the hospital, and for the reason why (the attempt for unsuccessful suicide) took him there.+",pos
eu vendo gente comparar aborto com suicídio 🤡,I see people compare abortion with suicide 🤡,pos
"rt @rafael_parente: você nunca estará sozinho!
hoje voltamos a falar do setembro amarelo, um mês dedicado à prevenção do suicídio.

e trago…","RT @rafael_parente: You'll never be alone!
Today we talk about September yellow, a month dedicated to suicide prevention.

and I bring ...",pos
"é mês de setembro e é importante a gente falar sobre isso (não somente nesse mês, mas especialmente nesse). pessoas que tentam suicídio e são socorridas pelo hospital, sofrem uma estigmatização horrenda.+","It's September and it's important to talk about it (not only that month, but especially in this).people who try suicide and are rescued by the hospital, suffer a horrible stigmatization. +",pos
"esses armys são tóxicos em um nível surreal, eu nunca em minha vida que iria relativizar suicidio e morte por causa de fav nenhum. deixa esse povo pra lá pq isso é gatilho pra muita gente. eles refletem na imagem dos favs deles https://t.co/vhu9nkkjcr","These armys are toxic on a surreal level, I never in my life that would relativize suicide and death because of Fav no.Leave this people there because this is a trigger for many people.They reflect on the image of their favs https://t.co/vhu9nkkjcr",pos
"muito necessário falar disso. eu tenho ansiedade, e já perdi as contas de quantas vezes me vi sem luz no fim do túnel e pensei em suicidio. mas com orientação e medicação tudo se resolveu. importante lembrar de procurar ajuda. você não está só. https://t.co/msvuceaelj","Much necessary to talk about it.I have anxiety, and I already lost the accounts of how many times I saw myself without light at the end of the tunnel and I thought of suicide.But with orientation and medication everything was solved.Important remember to seek help.You're not alone.https://t.co/msvucealej",pos
"os #jovens homossexuais ou bissexuais têm uma probabilidade três vezes maior de cometer suicídio nalguma altura da sua vida, uma possibilidade que aumenta quando a família não aceita a sua orientação sexual, segundo dados hoje divulgados. #homosexualidade #jovens #ordem... https://t.co/mfkzj2rkzb","The homosexual or bisexual #Jovens have a three-fold most likely to commit suicide in some height of his life, a possibility that increases when the family does not accept their sexual orientation, according to today disclosed.#Homosexuality #Jovens #Dem ... https://t.co/mfkzj2rkzb",pos
"// psicofobia // pais abusivos // suicídio 

""cortes não matam"" eu já ouvi diversas vezes, mandaram eu me jogar na frente de um carro ou pular de um prédio se eu quisesse morrer mesmo

obs: eram meus pais https://t.co/5iabp74o99","// psychophobia // abusive parents // suicide

""Cuts do not kill"" I've heard several times, they sent me to throw myself in front of a car or jump from a building if I wanted to die even

obs: were my parents https://t.co/5iabp74o99",neg
"rt @segvidamg: setembro amarelo: a depressão e a ligação com o suicídio!
.
confira: https://t.co/ml19wlmays
.
nossos contatos:
✅whatsapp: (…","RT @segvidamg: yellow September: depression and connection with suicide!
.
Check out: https://t.co/ml19wlmays
.
Our contacts:
✅WhatsApp: (...",pos
"acho incrível essas pessoas falando sobre o suicidio , porém isso aí é só na internet pq na vida real a história é outra , vc simplesmente não liga pra outra pessoa que com atitudes pequenas te pede socorro . depois fica se perguntando o pq de tudo isso te acontecido.💔","I find these people are incredible about suicide, but this is only on the internet because in real life the story is another, you simply do not care about someone else who with small attitudes asks for help.Then you wonder why all this happened.",pos
"@gyphenix1207 suicidio, ja ouviu falar?","@ gyphenix1207 suicide, have you heard?",pos
@pvdziel raziel se ele morrer eu vou cometer suicídio,@pvdziel Raziel if he dies I'll commit suicide,pos
"rt @radiosenado: #dedodeprosa: #diamundialdeprevencaoaosuicidio todos os anos, cerca de 800 mil pessoas no mundo tiram a própria vida. enti…","RT @radiosenado: #dodeprosa: #DiaMundialDeprevencaooosúdio every year, about 800,000 people in the world take their own lives.Enter ...",pos
rt @blackautie: hoje é o dia mundial de prevenção ao suicídio e é sempre bom lembrar que ter acesso a saúde ainda é um privilégio por mais…,RT @BlackAutie: Today is the World Day of Suicide Prevention and it is always good to remember that having access to health is still a privilege for more ...,pos
"setembro amarelo é uma campanha de prevenção ao suicídio. o mês foi escolhido porque o dia 10 é o dia mundial de prevenção do suicídio. se você estiver passando por um momento de aflição, busque ajuda profissional! não tenha medo ou vergonha, sua vida é muito importante! 💛 https://t.co/0375stthd8","Yellow September is a suicide prevention campaign.The month was chosen because the 10th is the World Suicide Prevention Day.If you are going through a moment of distress, seek professional help!Do not be afraid or shame, your life is very important!💛 https://t.co/0375stthd8",neg
"seu bixinho nunca vai entender o pk vc não voltou pra casa

essa continua sendo a melhor propaganda anti suicídio que já me atingiu até hj","Your little girl will never understand the pk you did not come home

This continues to be the best anti-suicide advertisement that has already hit me until hj",pos
@exxebea e vamos de suicídio,@exxebea and go from suicide,pos
@narutosigiloso bora suicídio duplo,@narutasigiloso bora dual suicide,pos
rt @petekthebestt: sextou com s de suicidio,RT @petekthebestt: Sprinkler with suicide,neg
"rt @madame_te: hoje é odia mundial de prevenção ao suicídio e vc que quer postar sobre isso hoje, mas passa o ano inteiro ""cancelando"" os c…","RT @madame_te: Today is a world hate of suicide prevention and you want to post about it today, but spend the whole year ""canceling"" the c ...",neg
"rt @brasilchadwickb: ""alguns dias serão de dor, alguns dias você não vai querer continuar. mas lembre-se: serão apenas alguns dias. você ai…","RT @brasilchadwickb: ""Some days will be pain, a few days you will not want to continue. But remember: It will be only a few days. You ...",pos
rt @oswa222oswaldo: @ftimaso89527122 @toti_antoniassi @assembleiasp @brunoganem @coroneltelhada @dep_est_freitas @teoniliobarba @altairmora…,RT @SWA222SWALDO: @ fimaso89525 @Tuti_antoni.it @Snot_antoniFrancesci @totti_antoniSi @finervelel hera @lep_est_Fearing @ Lessonable,pos
sexta com s de suicídio,Friday with suicide,neg
"quando alguem falar que algum cantor, livro de ficção, série ajudou de alguma forma, mudou a vida daquela pessoas, n zombem desse sentimento. vcs não sabem como de uma hora pra outra alguém pode decidir se matar ou desistir do suicidio. foi assim com tvd. 
twelve years of tvd","When someone says that a singer, fiction book, series helped in some way changed the lives of that people, do not mock this sentiment.You do not know how one-hour someone can decide to kill yourself or give up suicide.It was so with TVD.
Twelve Years of TVD",neg
acabei de perceber que minha menstruação tá atrasada acho que vou cometer suicídio,I just realized that my menstruation is late I think I'm going to commit suicide,neg
"rt @eusamantalima: 1 pessoa a cada 40 segundos morre por suicídio no mundo. vamos cuidar uns dos outros. 

#conteudosensivel 
#diamundialda…","RT @Eusamantalima: 1 person every 40 seconds dies by suicide in the world.Let's take care of each other.

#Contudosensivel
# Diamundialda ...",neg
"rt @psiyourself: nesse dia mundial de conscientização para o suicídio, o psiyourself lança seu mais novo texto debatendo um tópico importan…","RT @psiyourself: On this World Awareness Day for Suicide, Psiyourself launches his newest text debating an importan topic ...",pos
"rt @raizassantana: casos de suicídio aumentando aq em alagoinhas e o povo ainda acha q depressão é besteira.
sinceramente...","RT @RAizassantana: suicide cases increasing aq in Alagoinhas and the people still think depression is bullshit.
sincerely...",pos
dois likes eu cometo suicídio https://t.co/6lhmxmmsgy,Two Likes I Comet Suicide https://t.co/6lhmxmmsgy,neg
"@juliette @juliette eu queria sabe se vx está disposta a enchergar os ataques q os cactos fazem e pode resultar em suicídio.
juliette eu quero saber se vc quer mesmo combater os ataques e militar durante o setembro amarelo, porque se fazer de cego para ataques do seus fãs não é prevenção.","@Juliette @juliette I wanted to know if VX is willing to fill the attacks that cacti do and can result in suicide.
Juliette I want to know if you really want to fight the attacks and military during the yellow September, because if you make blind to your fan attacks are not prevention.",pos
rt @iokifier: hoje é o dia mundial de prevenção ao suicídio e tudo q eu quero é me matar,rt @iokifier: today is the world day of suicide prevention and everything I want is to kill me,pos
"hoje é 10 de setembro, dia mundial de combate ao suicídio

hoje tá fazendo aniversário de 4 anos do dia em que um irônico professor de português que tive no ifba tirou sua própria vida

sua memória ainda está viva, professor deraldo! 💛","Today is September 10, World Day to Combat Suicide

Today is a 4-year anniversary of the day when a ironic Portuguese teacher I had in IFBA took his own life

His memory is still alive, Professor Drazy!💛",pos
"rt @taliriapetrone: hoje celebramos o dia mundial de prevenção ao suicídio. 
falar sobre saúde mental não é mimimi.
saúde mental tem a ver…","RT @taliriapetron: Today we celebrate the World Day of Suicide Prevention.
Talking about mental health is not mimimi.
Mental health has to do ...",pos
siriricar ou tentar suicidio,Siririck or try suicide,pos
"hoje, dia 10/09, é o dia mundial de combate ao suicídio. 
vamos ouvir com atenção e dedicar tempo a alguém? 
reconhecer os sinais de alerta em si mesmo ou em uma pessoa próxima a você pode ser o 1º e mais relevante passo. https://t.co/b61wahioxu","Today, 10/09, it is the World Day to Combat Suicide.
Let's listen carefully and take time to someone?
Recognizing the warning signs in itself or in a person next to you can be the 1st and most relevant step.https://t.co/b61wahioxu",pos
é muito doloroso ver esses depoimentos de adolescentes que já tentaram suicidio,It is very painful to see these testimonials of adolescents who have tried suicide,pos
"rt @raissacoment: 10 de setembro, dia mundial de prevenção ao suicídio! 💛","RT @raissacoment: September 10, World Suicide Prevention Day!💛",pos
"sextou com s de suicidio!

puta vontade de pular de uma *s*acada!","Sextound with suicide s!

Shooting willingness to jump from a * s ****!",neg
@https_marii outro dia em q pensarei em suicidio 😁😁😁😁😁,@https_marii The other day I thought of suicide 😁😁😁😁😁,pos
vontade de cometer o famigerado suicídio,willingness to commit the familiar suicide,pos
"a pessoa que pensa em suicídio todos os dias, fazendo curso de prevenção ao suicídio rsrsrs","the person who thinks of suicide every day, doing suicide prevention course rsrsrs",neg
"rt @ricardopipo: ""dia mundial de prevenção ao suicídio: 8 sinais de que você precisa de ajuda""  https://t.co/n5hkdeal9n","RT @RicardoPipo: ""World suicide prevention day: 8 signs that you need help"" https://t.co/n5hkdeal9n",neg
"rt @centraljuliuk: …estima-se que no mundo acontece um suicídio a cada 40 segundos. atualmente, o suicídio é a segunda principal causa de m…","RT @CentralJuliuk: ... It is estimated that in the world there is a suicide every 40 seconds.Currently, suicide is the second main cause of m ...",pos
no dia de prevenção ao suicídio eu estou apenas pensando constantemente em suicídio puta que pariu,On the day of suicide prevention I am just thinking constantly in suicide bitch who gave birth,neg
"a sua saúde mental é a coisa mais importante 💛
10 de setembro, é o dia mundial de prevenção ao suicídio!

por isso, se você agir a tempo, estará salvando uma vida, ligue 188 e mude a vida de alguém!!

#impérioserrano #setembroamarelo #departamentocultural #carnavalrj #ligarj https://t.co/6rofqquqmk","Your mental health is the most important thing 💛
September 10, is the World Day of Suicide Prevention!

So if you act on time, you will be saving a life, call 188 and change someone's life !!

# Empreiroserrano #SetememAmarelo #departamentocultural #carnavalrj #ligarj https://t.co/6rofqquqmk",pos
pensando no suicídio já como uma solução,thinking about suicide already as a solution,pos
"@prizzaaaa tenho 24 anos, vai fazer 1 ano que sou formada em enfermagem, estou cursando pós graduação em estética para satisfazer meu sonho de ser dermatologista.  comecei a terapia depois de tentar suicídio diversas vezes por diversos motivos, e um deles por ter perdido 1 vaga em med .. +","@prizzaaaa I am 24 years old, will make 1 year that I am graduated in nursing, I am studying post graduation in aesthetics to satisfy my dream of being dermatologist.I started therapy after trying suicide several times for several reasons, and one of them for having lost 1 vacancy in Med .. +",pos
"cw suicídio

minha fy do tiktok só tá com gatilho com suicídio vou me m","cw suicide

My fy of tiktok is only with trigger with suicide I'm going to me",pos
"rt @s1riricw: dia 10 de setembro dia da prevenção ao suicídio
vou me suic1d4 para a comemoração desse dia de merda🥰🥰 https://t.co/uvgtsjibcw","RT @ S1riricw: September 10 day of suicide prevention
I'm going to me suic1d4 for the celebration of this day of shit🥰🥰 https://t.co/uvgtsjibcw",pos
"@flagoncalv @homo_viator @migueltiago não percebi bem. parece ser que faleceu, mas não te vai a certeza se foi suicídio ou doença.","@Flagoncalv @homo_vator @migueltago I did not notice well.It seems to be that it passed away, but it will not be sure if it was suicide or illness.",neg
"@pardaeminencia @manifesto74 elus não deixam. morrem todes se alguém colocar em causa o que sentem. isto acaba com um suicídio colectivo ou pior, com uma acusação de assassinato de pessoas trans.","@pardaeminencia @ manifesto74 ELUS do not leave.All people die if someone put into question what they feel.This ends with a collective or worse suicide, with a transaction of murder of trans.",neg
meus divertidamentes estão nesse momento cometendo suicidio após estudar tanta coisa pra esse crl amanhã,My amused ones are at this moment commitment suicide after studying so much for this CRL tomorrow,pos
"rt @_jul1ana: hoje é o dia mundial de combate ao suicídio. o tema ainda é tabu, mas preciso dizer: mais do q compartilhar um ""peça ajuda"" o…","RT @ _Jul1ana: Today is the World Day to Combat Suicide.The theme is still taboo, but I need to say: more than sharing a ""piece help"" o ...",pos
"eu acho que o suicídio devia ser mais acessível, existem poucas e difíceis opções de terminar a nossa própria vida e muitas delas são extremamente dolorosas se não devidamente executadas","I think suicide should be more accessible, there are few and difficult options to end our own life and many of them are extremely painful if not properly executed",pos
@j_pbls suicídio,@j_pbls suicídio,pos
"rt @homeopatia_prof: se o stf deixar de cumpir os processos e desautorizar as prisões, por atos anti-democráticos ai sim, estaria caindo em…","RT @homeopathy_prof: If the STF stops cumpers the processes and disables prisons, by anti-democratic acts then yes, would be falling in ...",neg
"o suicídio para quem está com ansiedade não é porque querem tirar sua vida, e somente uma forma de tirar essa dor! 

porém acredite, existe outras formas de “tirar essa dor de você! procure um psicólogo…","Suicide for anyone who is anxious is not because they want to take their lives, and only one way to take this pain!

But believe, there are other ways to ""take this pain from you!Look for a psychologist ...",pos
"rt @omaicoudouglas: eu sou um sobrevivente 🎗

não é drama, não é para chamar atenção, não frescura e não é a falta de deus. 

dia 10 de set…","RT @omaicoudouglas: I am a survivor 🎗

It is not a drama, it is not to draw attention, not freshness and it is not the lack of God.

DAY 10 OF SET ...",pos
rt @portaldoholanda: combate ao suicídio: aprenda a identificar ‘pedidos de ajuda’ sutis  https://t.co/uvp55zukjv https://t.co/3hzgcfstvr,RT @portaldoholanda: Combat Suicide: Learn to identify 'help requests' subtle https://t.co/uvp55zukjv https://t.co/3hzgcfstvr,pos
"“eu sempre me perguntava como jim jones conseguiu levar quase mil pessoas ao suicídio em massa, em 1978, na guiana, de uma seita criada em indiana 🇺🇸. hoje vejo  bolsonaristas do @jairbolsonaro e compreendo perfeitamente.”

adaptado de @dukechargista","""I always wondered how Jim Jones managed to bring almost a thousand people to mass suicide in 1978, in Guyana, a sect set in Indiana.Today I see @Jairbolsononaro bolsonners and I understand perfectly. ""

@dukechargist",pos
@odagringa to fudida kkkkkk e vamos de suicidio,@Daginga to fudida kkkkkk and go from suicide,pos
"setembro amarelo pq é a cor da farofa pronta yoki, referência no combate ao suicídio","Yellow September pq is the color of the farofa ready Yoki, reference in combating suicide",pos
"🤗 juntos na luta contra o suicídio! toda vida importa. e mesmo que pense que ninguém se importe com você, o amor maior se importa e te vê. 

#diamundialdaprevençãodosuicídio, #prevençãodosuicídio, #setembroamarelo e #wspd2019

#marketingdigital #marketing #advertising https://t.co/tfa9sqgif7","🤗 Together in the fight against suicide!Every life matters.And even if you think that no one cares about you, the greatest love cares and sees you.

# DiamundialDapRevenShoesUicide, # prevention

#marketingdigital #marketing #advertising https://t.co/tfa9sqgif7",pos
"rt @heyshawnbr: ""suicídio não acaba com as chances da sua vida piorar, suicídio elimina a possibilidade de um dia ela melhorar"". 

10 de se…","RT @heyshawnbr: ""Suicide does not end up with the chances of your life worse, suicide eliminates the possibility of one day it improves.""

10 of ...",pos
"rt @geifc_concordia: 10 de setembro: dia mundial da prevenção ao suicídio.

peça ajuda! sua vida importa! https://t.co/zasyobluwo","rt @geifc_concordia: September 10: World Suicide Prevention Day.

ask for help!Your life matters!https://t.co/zasyobluwo",pos
"rt @_simpleplanbr: ""comece a soltar os seus sentimentos, não deixe para explodir quando já estiver cansado demais de carregar esse peso"". v…","RT @_simpleplanbr: ""Start releasing your feelings, do not let it explode when you're too tired of loading this weight.""v ...",neg
rt @ricardolugon: dia mundial de prevenção do suicídio deveria vir com anúncio de medidas de enfrentamento dos preconceitos e das desiguald…,RT @ricardolugon: World suicide prevention day should come with advertisements of measures to confront prejudices and the desdigd ...,neg
"acho uma tremenda falta de vergonha na cara essa galera que enche a boca pra falar de prevenção ao suicídio na internet mas quando o amiguinho demonstra comportamento suicida e pede ajuda n ta nem aí, e ainda tem a pachorra de dizer que ta querendo chamar atenção","I find a tremendous lack of shame in the face this guys that fills your mouth to talk about suicide prevention on the internet but when the friend demonstrates suicidal behavior and asks for help n do not there, and still has the pachorra to say that you are wanting to draw attention",pos
"""dia mundial de prevenção ao suicídio: 8 sinais de que você precisa de ajuda""  https://t.co/n5hkdeal9n","""World suicide prevention day: 8 signs that you need help"" https://t.co/n5hkdeal9n",neg
@is2coelitos lela vc sabe q jogo de ritmo é = suicidio ne,@ is2coelitos lela you know that rhythm game is = suicide ne,neg
dia da prevenção contra o suicídio e agradeço todos os dias pelas tentativas que fiz não terem dado certo,Prevention day against suicide and thank you every day for the attempts I did not have worked,neg
"rt @katnissong: to numa palestra sobre o setembro amarelo aq na empresa e tão mostrando os sinais de alerta do suicídio q são frases como ""…","RT @katnissong: to a lecture on the yellow September AQ in the company and so showing the signs of suicide alert are phrases like ""...",neg
@diobisexuai estou a um passo d namoro ou suicidio,@diobisexuai I'm one step d dating or suicide,pos
dia mundial de prevenção ao suicídio e o dia inteiro eu pensei em morrer pq nao aguento mais essa vida de merda que to levando sz,World suicide prevention day and all day I thought about dying because I can not take this shit life that is taking sz anymore,pos
"@perfectembry amg se você for de maior faz um b.o, incitar suicídio é crime e essa conta também se enquadra como cyberbullying","@perfectembry amg if you are larger makes a b.o, inciting suicide is a crime and this account also fits as cyberbullying",pos
"a depressão acomete jovens, adultos e idosos. a oms estima que 5,8% da população brasileira sofra do transtorno e acredita que, até 2030, ela será a doença mais comum no mundo. quando não tratada, compromete a qualidade de vida e aumenta o risco de suicídio.","Depression affects young people, adults and elderly.WHO estimates that 5.8% of the Brazilian population suffers from the disorder and believes that by 2030 it will be the most common disease in the world.When untreated, compromises the quality of life and increases the risk of suicide.",pos
"a depressão afeta vários aspectos da vida de uma pessoa: pode dificultar a realização de tarefas do cotidiano, prejudicar a vida profissional e até mesmo levar ao suicídio. por isso, o #setembroamarelo é dedicado a falar sobre o tema. segue o fio para entender sobre o assunto! https://t.co/bky52wdw42","Depression affects several aspects of a person's life: it may hinder the realization of daily tasks, harming the professional life and even lead to suicide.Therefore, #EvemberAmarelo is dedicated to talking about the theme.Follow the wire to understand on the subject!https://t.co/bky52wdw42",pos
"galera conhecendo kamaitachi por o psicopata e eu por por dizer que sou da época de manual do suicídio, pq fui uma adolescente depressiva","Galera knowing Kamaitachi for the psychopath and I for saying that I am from the time of suicide manual, because I was a depressive teenager",pos
rt @prefeitura_rio: alguns pontos da cidade receberam iluminação especial esta noite pra marcar a o dia mundial de prevenção ao suicídio. #…,RT @Prefecture_Rio: Some points in the city have received special lighting tonight to mark the World Day of Suicide Prevention.# ...,pos
@piliowrtalk @rudypnrkow 10 de stembro dia da prevenção ao suicídio,@piliowrtalk @rudypnrkow 10 September day of suicide prevention,neg
"@villevante esses armys são tóxicos em um nível surreal, eu nunca em minha vida que iria relativizar suicidio e morte por causa de fav nenhum. deixa esse povo pra lá pq isso é gatilho pra muita gente. eles refletem na imagem dos favs deles","@Villevel these armys are toxic on a surreal level, I never in my life that would relativize suicide and death because of Fav no.Leave this people there because this is a trigger for many people.they reflect on their favs image",pos
"uk fez um mural ao saudoso vocal do the prodigy, para marcar o dia mundial de prevenção ao suicídio.
falando da vida pessoal, eu já tive gente na minha família com depressão por anos.
a depressão é silenciosa e, as vezes, só uma palavra amiga ajuda.
https://t.co/0cf5jy86pd","UK made a mural to The Prodigy's long-hairy vocal to mark World Suicide Prevention Day.
Speaking of personal life, I have already had people in my family with depression for years.
Depression is silent and sometimes only a word friend helps.
https://t.co-CF5JY86PD",pos
@apponcee e ela termina a frase de suicidio assim 😁😁😁😁,@Appponce and it finishes suicide phrase so 😁😁😁😁,neg
"vou assistir lúcifer, prevejo muito choro e tentativa de suicídio","I'm going to watch Lucifer, I prawn a lot of cry and suicide attempt",neg
"os cara acha que eu vo explana a cirurgia que eu vou fazer antes de fazer, isso aí é suicídio kkkkkkkk","the guys think I'm going to explain the surgery that I'm going to do before doing it, it's suicide kkkkkkkk",neg
sim suicidio eh a solução,yes suicide is the solution,pos
vai dazai me chama pra um suicídio duplo pra ver se eu não aceito,Go Dazai calls me for a double suicide to see if I do not accept,pos
rt @agencia_fiocruz: #setembroamarelo: castelo da @fiocruz estará iluminado em amarelo em alusão ao dia mundial de prevenção ao suicídio (1…,RT @agencia_fiocruz: #SetememAbraLo: Castle of @fiocruz will be lit in yellow in allusion to World Suicide Prevention Day (1 ...,pos
hmm suicídio 😋😋😋,Hmm suicide 😋😋😋,pos
"setembro amarelo
no setembro amarelo a p’tieris quer compartilhar com vocês informações sobre o cvv- centro de valorização a vida que realiza apoio emocional e prevenção do suicídio, atendendo de forma voluntária e gratuita todos que querem e precisam conversar, sob total sigilo.","Yellow September
In September Yellow to P'tieris wants to share with you information about the CVV- Valuation Center for life that conducts emotional support and suicide prevention, taking into account voluntarily and free all who want and need to talk under total secrecy.",pos
"rt @10_5_6_5: 18/22) mesmo outros historiadores contestando a versão de josefo sobre o suicídio, ninguém contesta a derrota dos zelotes, si…","RT @ 10_5_6_5: 18/22) Even other historians challenging Josepho version on suicide, no one disputes the defeat of zeals, if ...",pos
"rt @10_5_6_5: 17/22) eleazar e seus seguidores conseguiram fugir para massada e continuaram a resistir até 73, quando os romanos finalmente…","RT @ 10_5_6_5: 17/22) Eleazar and his followers were able to escape to massada and continued to resist until 73, when the Romans finally ...",pos
suicidio vem,suicide comes,pos
"meu irmão trabalha no hospital, cti, ele disse que a quantidade de pessoas que ta chegando lá esse mês que fez tentativa de suicídio é assustador","my brother works in the hospital, cti, he said that the amount of people who are coming there this month that made suicide attempt is scary",pos
"hoje é o dia mundial em prevenção ao suicídio. eu sei que devemos falar sobre esse tema durante todo o ano e não exclusivamente em setembro, mas eu queria saber de vocês:

como homem-aranha/peter parker ajudou vocês nos momentos difíceis? https://t.co/jyziuzg1jp","Today is World Day in Prevention to Suicide.I know we should talk about this theme all year round and not exclusively in September, but I wanted to know yours:

How did Spider-Man / Peter Parker help you in difficult times?https://t.co/jyziuzg1jp",pos
"fiz uma piteirinha amarela de coração 
minhq parte contra o suicídio foi feita🤝👍","I made a yellow heart piteer
Minhq part against suicide was made",pos
